company_name,filing_date,Risk Factors,cleaned_text
PIXTECH INC /DE/,1999-03-11,"As of December 31, 1998, the current executive officers of the Company were as follows:           Name            Age        Position held with the Company - ------------------------ ---        ------------------------------ Jean-Luc Grand-Clement..  59  Chief Executive Officer, Chairman of the Board (1) Dieter Mezger...........  55  President                                      (1) Francis G. Courreges....  46  Executive Vice President, Development Michel Garcia...........  52  Vice President, Industrial Partners Thomas M. Holzel........  58  Vice President of Marketing and Sales Jean-Jacques Louart.....  49  Vice President, Operations Yves Morel..............  32  Vice President, Chief Financial Officer                                              (1) In January 1999,  Dieter Mezger was elected Chief Executive Officer and President of the Company.  Jean-Luc  Grand-Clement remains Chairman of the Board of Directors.       Each  officer's term of office extends until the first meeting of the Board of  Directors  following  the next annual  meeting of  stockholders  and until a successor is elected and qualified.       Jean-Luc Grand-Clement, a co-founder of the Company, has served as Chairman of the Board of Directors  since the  Company's  inception in 1992 and served as President  and Chief  Executive  Officer  through  March 1998 and January  1999, respectively.  Prior to  founding  the  Company,  Mr.  Grand-Clement  co-founded European Silicon Structures (""ES2""), a European applications specific integrated circuit  supplier  for cell based and full custom CMOS  products,  and served as Chief  Executive  Officer and then as Chairman of the Board of  Directors of ES2 from its  founding in 1985 until 1991.  From 1967 to 1978 and from 1982 to 1985, Mr.  Grand-Clement held various positions with Motorola,  Inc., most recently as Vice-President   and  Assistant   General  Manager  of  the  Motorola   European Semiconductor Group from 1983 to 1985. From 1978 to 1982, Mr.  Grand-Clement was the  Managing  Director  of  Eurotechnique,   a  MOS  semiconductor  design  and fabrication joint venture between National  Semiconductor and Saint-Gobain.  Mr. Grand-Clement  graduated from Ecole Nationale Superieure des  Telecommunications in Paris.       Dieter  Mezger  joined  PixTech in March 1998 as President  and was elected Chief  Executive  Officer in January  1999.  Between 1996 and 1998,  Mr.  Mezger worked as a marketing  consultant  in  California.  Between  1990 and 1996,  Mr. Mezger was President of Compass Design Automation,  a wholly-owned subsidiary of VLSI  Technology,  Inc.  which  develops and markets  computer  assisted  design software tools for IC designs.  From 1984 to 1990, Mr. Mezger established VLSI's European  presence  in  Munich,   building  the  European  marketing  and  sales organizations,  design centers, R&D operations, as well as its finance and human resources  departments.  Mr. Mezger simultaneously built VLSI's wireless and GSM businesses. Prior to joining VLSI, Mr. Mezger career included fifteen years with Texas  Instruments,  where  he  rose  to the  position  of  Manager,  Sales  and Marketing,  Europe.  He  holds  a BS  in  engineering  from  the  University  of Stuttgart.       Francis G. Courreges was appointed Executive  Vice-President of the Company in July  1995.  Before  that,  he  served as  Vice-President  of  Marketing  and Development  of the Company since July 1993.  Prior to joining the Company,  Mr. Courreges  was a  co-founder  of ES2,  and  served as  Manager  of direct  write technology for MOS and gate array products from 1985 to 1991 and  Vice-President of Marketing from 1991 to 1992.  Prior to joining ES2, Mr. Courreges was product engineering  manager at Sierra  Semiconductor from 1984 to 1985. He held various process and product  engineering  positions  at  Electronic  Arrays from 1977 to 1979, at National  Semiconductor,  from 1979 to 1980 and at Eurotechnique,  from 1980 to 1984. Mr. Courreges  graduated from Ecole Nationale  Superieure des Arts et Metiers and holds M.S. and Ph.D.  degrees in Materials  Science from Stanford University.       Michel  Garcia  is a  co-founder  of the  Company  and was  appointed  Vice President,  Industrial  Partners in August 1995.  Before that,  he had served as Vice-President of Equipment Engineering since the Company's inception.  In 1986, Mr. Garcia founded  Microsolve,  a semiconductor  processing  equipment company, which he managed  for five  years.  From 1981 to 1985,  he served as  operations manager at  Eurotechnique  ; from 1979 to 1981, he served as fab process manager at  Eurotechnique;  and from 1977 to 1979 he served  as a  process  engineer  at Motorola.  In  1970,  Mr.  Garcia  graduated  from  Ecole  Nationale  Superieure d'Electronique et de Radioelectricite  de Grenoble,  and he received a degree of Doctor of Microelectronics from Grenoble University.                                                                             Page 9         Thomas M. Holzel was appointed Vice President of Marketing and Sales of the Company in July 1995. Mr. Holzel served as Marketing  Manager of Display Devices at Raytheon  Company from 1988 to 1995.  In 1981, he founded  Arcturus,  Inc., a company that developed the first computer compatible large screen displays,  and was  president  of Arcturus  from 1981 to 1988.  Prior to that,  Mr.  Holzel was Director of  Industrial  Marketing at Advent  Corporation.  Mr.  Holzel holds an economics degree from Dartmouth College.       Jean-Jacques  Louart  joined  PixTech  in May  1997  as  Vice-President  of Operations. Mr. Louart served as Quality Director of LX Management, a consultant agency,  from  1995 to 1997.  From 1993 to 1995,  he was  president  of SIP,  an equipment  engineering  company.  Prior to that,  Mr. Louart spent 18 years with IBM,  holding  process  and  manufacturing   management  positions.  Mr.  Louart graduated  from << Ecole de l'Air >> and  holds a  management  degree  from CPA, Paris.       Yves Morel  joined the  Company in April 1994 as  Director  of Finance  and Administration.  He was promoted to Chief Financial Officer in March 1997 and to Vice President in March 1998.  From 1993 to 1994, Mr. Morel was Finance  Manager of  International  Software  Enterprise,  a hardware and  software  distribution group.  From 1992 to 1993,  Mr. Morel served as  Controller  at Genoyer  S.A., a manufacturing and distribution company in the industrial valve and piping field. From 1989 to 1992,  Mr.  Morel  was  employed  at Price  Waterhouse.  Mr.  Morel graduated  from the Ecole des  Hautes  Etudes  Commerciales  and he  obtained  a Diplome d'Etudes Superieures Comptables et Financieres.",as of december the current executive officers of the company were as follows name age position held with the company jean luc grand clement chief executive officer chairman of the board dieter mezger president francis g courreges executive vice president development michel garcia vice president industrial partners thomas m holzel vice president of marketing and sales jean jacques louart vice president operations yves morel vice president chief financial officer in january dieter mezger was elected chief executive officer and president of the company jean luc grand clement remains chairman of the board of directors each officer s term of office extends until the first meeting of the board of directors following the next annual meeting of stockholders and until a successor is elected and qualified jean luc grand clement a co founder of the company has served as chairman of the board of directors since the company s inception in and served as president and chief executive officer through march and january respectively prior to founding the company mr grand clement co founded european silicon structures es a european applications specific integrated circuit supplier for cell based and full custom cmos products and served as chief executive officer and then as chairman of the board of directors of es from its founding in until from to and from to mr grand clement held various positions with motorola inc most recently as vice president and assistant general manager of the motorola european semiconductor group from to from to mr grand clement was the managing director of eurotechnique a mos semiconductor design and fabrication joint venture between national semiconductor and saint gobain mr grand clement graduated from ecole nationale superieure des telecommunications in paris dieter mezger joined pixtech in march as president and was elected chief executive officer in january between and mr mezger worked as a marketing consultant in california between and mr mezger was president of compass design automation a wholly owned subsidiary of vlsi technology inc which develops and markets computer assisted design software tools for ic designs from to mr mezger established vlsi s european presence in munich building the european marketing and sales organizations design centers r d operations as well as its finance and human resources departments mr mezger simultaneously built vlsi s wireless and gsm businesses prior to joining vlsi mr mezger career included fifteen years with texas instruments where he rose to the position of manager sales and marketing europe he holds a bs in engineering from the university of stuttgart francis g courreges was appointed executive vice president of the company in july before that he served as vice president of marketing and development of the company since july prior to joining the company mr courreges was a co founder of es and served as manager of direct write technology for mos and gate array products from to and vice president of marketing from to prior to joining es mr courreges was product engineering manager at sierra semiconductor from to he held various process and product engineering positions at electronic arrays from to at national semiconductor from to and at eurotechnique from to mr courreges graduated from ecole nationale superieure des arts et metiers and holds m s and ph d degrees in materials science from stanford university michel garcia is a co founder of the company and was appointed vice president industrial partners in august before that he had served as vice president of equipment engineering since the company s inception in mr garcia founded microsolve a semiconductor processing equipment company which he managed for five years from to he served as operations manager at eurotechnique from to he served as fab process manager at eurotechnique and from to he served as a process engineer at motorola in mr garcia graduated from ecole nationale superieure d electronique et de radioelectricite de grenoble and he received a degree of doctor of microelectronics from grenoble university page thomas m holzel was appointed vice president of marketing and sales of the company in july mr holzel served as marketing manager of display devices at raytheon company from to in he founded arcturus inc a company that developed the first computer compatible large screen displays and was president of arcturus from to prior to that mr holzel was director of industrial marketing at advent corporation mr holzel holds an economics degree from dartmouth college jean jacques louart joined pixtech in may as vice president of operations mr louart served as quality director of lx management a consultant agency from to from to he was president of sip an equipment engineering company prior to that mr louart spent years with ibm holding process and manufacturing management positions mr louart graduated from and holds a management degree from cpa paris yves morel joined the company in april as director of finance and administration he was promoted to chief financial officer in march and to vice president in march from to mr morel was finance manager of international software enterprise a hardware and software distribution group from to mr morel served as controller at genoyer s a a manufacturing and distribution company in the industrial valve and piping field from to mr morel was employed at price waterhouse mr morel graduated from the ecole des hautes etudes commerciales and he obtained a diplome d etudes superieures comptables et financieres
INTEVAC INC,1999-03-12,,
THERMO FIBERGEN INC,1999-03-12,,
GUITAR CENTER INC,1999-03-12,,
AURORA FOODS INC,1999-03-12,,
WEST TEXAS UTILITIES CO,1999-03-12,,
GUARANTY BANCSHARES INC /TX/,1999-03-12,,
ACTUATE SOFTWARE CORP,1999-03-12,,
WEYERHAEUSER CO,1999-03-12,,
CENTRAL & SOUTH WEST CORP,1999-03-12,,
CENTRAL POWER & LIGHT CO /TX/,1999-03-12,,
SYSTEM ENERGY RESOURCES INC,1999-03-12,,
COMSTOCK RESOURCES INC,1999-03-12,,
AERO SYSTEMS ENGINEERING INC,1999-03-12,,
DI GIORGIO CORP,1999-03-12,,
CHEYENNE RESOURCES INC,1999-03-12,,
HARDINGE INC,1999-03-12,,
TORCHMARK CORP,1999-03-12,,
TRICO BANCSHARES /,1999-03-12,,
ALCOA INC,1999-03-12,,
ENTERGY GULF STATES INC,1999-03-12,,
ENTERGY LOUISIANA INC,1999-03-12,,
MICHIGAN CONSOLIDATED GAS CO /MI/,1999-03-11,,
ENTERGY CORP /DE/,1999-03-12,,
ENTERGY MISSISSIPPI INC,1999-03-12,,
ENTERGY NEW ORLEANS INC,1999-03-12,,
TOTAL SYSTEM SERVICES INC,1999-03-12,,
ENTERGY ARKANSAS INC,1999-03-12,,
SBC COMMUNICATIONS INC,1999-03-12,,
SUFFOLK BANCORP,1999-03-12,,
PENTAIR INC,1999-03-12,,
INLAND REAL ESTATE GROWTH FUND LP,1999-03-12,,
NATIONAL BANKSHARES INC,1999-03-12,,
ASSET BACKED SECURITIES CORP,1999-03-12,,
VINTAGE PETROLEUM INC,1999-03-12,,
PUBLIC SERVICE CO OF OKLAHOMA,1999-03-12,,
UST INC,1999-03-12,,
PULTE CORP,1999-03-12,,
WEINGARTEN REALTY INVESTORS /TX/,1999-03-12,,
MCN ENERGY GROUP INC,1999-03-11,,
THERMO CARDIOSYSTEMS INC,1999-03-12,,
BREMER FINANCIAL CORPORATION,1999-03-12,,
FIRST FEDERAL CAPITAL CORP,1999-03-12,,
DAMARK INTERNATIONAL INC,1999-03-12,,
SHELL OIL CO,1999-03-12,,
ELECTROGLAS INC,1999-03-12,,
TRI LITE INC /PA/,1999-03-12,,
GST TELECOMMUNICATIONS INC,1999-03-12,,
SOUTHWESTERN ELECTRIC POWER CO,1999-03-12,,
UAL CORP /DE/,1999-03-15,,
THERMO SENTRON INC,1999-03-15,,
POLYCOM INC,1999-03-15,,
UNITED PAYORS & UNITED PROVIDERS INC,1999-03-15,,
FIRST ALLIANCE CORP /DE/,1999-03-15,,
METRIKA SYSTEMS CORP,1999-03-15,,
ALEXANDRIA REAL ESTATE EQUITIES INC,1999-03-15,,
THERMO VISION CORP,1999-03-15,,
BIG CITY RADIO INC,1999-03-15,,
SPECTRA PHYSICS LASERS INC,1999-03-15,,
WMC SECURED ASSETS CORP,1999-03-15,,
TEXTRON INC,1999-03-15,,
THREE FIVE SYSTEMS INC,1999-03-15,,
ABIGAIL ADAMS NATIONAL BANCORP INC,1999-03-15,,
FORTUNE NATURAL RESOURCES CORP,1999-03-15,,
HERSHEY FOODS CORP,1999-03-15,,
LAMSON & SESSIONS CO,1999-03-15,,
NCR CORP,1999-03-15,,
FIRST CITIZENS BANCSHARES INC /TN/,1999-03-15,,
TRANSFINANCIAL HOLDINGS INC,1999-03-15,,
V BAND CORPORATION,1999-03-15,,
WESTBRIDGE RESEARCH GROUP,1999-03-15,,
OWENS CORNING,1999-03-15,,
ANADARKO PETROLEUM CORP,1999-03-15,,
PERINI CORP,1999-03-15,,
BERRY PETROLEUM CO,1999-03-15,,
PITTSBURGH & WEST VIRGINIA RAILROAD,1999-03-15,,
POE & BROWN INC,1999-03-15,,
PHARMERICA INC,1999-03-15,,
CANTERBURY INFORMATION TECHNOLOGY INC,1999-03-15,,
ADVANCED MACHINE VISION CORP,1999-03-15,,
TENERA INC,1999-03-15,,
FASTENAL COMPANY,1999-03-15,,
MORTGAGE BANCFUND OF AMERICA,1999-03-15,,
REGAL BELOIT CORP,1999-03-15,,
LEHMAN ABS CORP,1999-03-15,,
CROWN RESOURCES CORP,1999-03-15,,
POOL ENERGY SERVICES CO,1999-03-15,,
INNOVO GROUP INC,1999-03-15,,
MORTGAGE BANCFUND OF AMERICA II L P,1999-03-15,,
EXCEL TECHNOLOGY INC,1999-03-15,,
INTERACTIVE NETWORK INC /CA,1999-03-15,,
KENNEDY WILSON INC,1999-03-12,,
THERMO FIBERTEK INC,1999-03-15,,
ASSOCIATED TECHNOLOGIES INC,1999-03-15,,
DISC GRAPHICS INC /DE/,1999-03-15,,
NVR INC,1999-03-15,,
GROW BIZ INTERNATIONAL INC,1999-03-15,,
REGENCY REALTY CORP,1999-03-15,,
HEADWAY CORPORATE RESOURCES INC,1999-03-15,,
SPORTSLINE USA INC,1999-03-15,,
TOKHEIM CORP,1999-03-01,,
SCHEIN HENRY INC,1999-03-16,,
QUINTEL COMMUNICATIONS INC,1999-03-16,,
IMPAC MORTGAGE HOLDINGS INC,1999-03-16,,
SAVILLE SYSTEMS PLC,1999-03-16,,
TRANSAMERICA CONSUMER MORTGAGE RECEIVABLES CORP,1999-03-16,,
THERMOQUEST CORP \DE\,1999-03-16,,
SAPIENT CORP,1999-03-16,,
POST APARTMENT HOMES LP,1999-03-16,,
THERMEDICS DETECTION INC,1999-03-16,,
STAFFMARK INC,1999-03-16,,
MEDICAL ALLIANCE INC,1999-03-16,,
CALIFORNIA WATER SERVICE GROUP,1999-03-16,,
AIRXCEL INC,1999-03-16,,
SALOMON BROTHERS MORT SEC VII INC ASST BACK CERT SE 1998-NC3,1999-03-16,,
MERRILL LYNCH MORTGAGE INV INC MORT LN PS THR CER SER 1998-1,1999-03-16,,
LEHMAN ABS CORP BANK BOSTON HOME EQUITY LOAN TRUST 1998-1,1999-03-16,,
BINKS SAMES CORP,1999-03-01,,
SYNOVUS FINANCIAL CORP,1999-03-16,,
FOREMOST CORP OF AMERICA,1999-03-16,,
CENTURY TELEPHONE ENTERPRISES INC,1999-03-16,,
BELL & HOWELL CO/,1999-03-16,,
COMMERCE BANCSHARES INC /MO/,1999-03-16,,
CSX CORP,1999-03-03,,
DUKE ENERGY CORP,1999-03-16,,
AMGEN INC,1999-03-16,,
BWC FINANCIAL CORP,1999-03-16,,
JOHNS MANVILLE CORP /NEW/,1999-03-16,,
FIRST UNION CORP,1999-03-16,,
ALLIED RESEARCH CORP,1999-03-16,,
KAMAN CORP,1999-03-16,,
HUBCO INC,1999-03-16,,
CHIRON CORP,1999-03-16,,
FARMERS NATIONAL BANC CORP /OH/,1999-03-16,,
UNOCAL CORP,1999-03-16,,
AMERICAN BANCORP INC/LA,1999-03-16,,
CENTURY PARK PICTURES CORP,1999-03-16,,
NORTHERN TRUST CORP,1999-03-16,,
ARMSTRONG WORLD INDUSTRIES INC,1999-03-16,,
CREDIT SUISSE FIRST BOSTON MORTGAGE SECURITIES CORP,1999-03-16,,
ARCHSTONE COMMUNITIES TRUST/,1999-03-16,,
SEQUENT COMPUTER SYSTEMS INC /OR/,1999-03-16,,
POWER INTEGRATIONS INC,1999-03-16,,
S Y BANCORP INC,1999-03-16,,
CENTURA BANKS INC,1999-03-16,,
UNITED INVESTORS REALTY TRUST,1999-03-16,,
ARGUSS HOLDINGS INC,1999-03-16,,
GERON CORPORATION,1999-03-16,,
DIAGNOSTIC HEALTH SERVICES INC /DE/,1999-03-16,,
SHOP VAC CORP,1999-03-16,,
SUPREME INTERNATIONAL CORP,1999-03-16,,
POST PROPERTIES INC,1999-03-16,,
PROXYMED INC /FT LAUDERDALE/,1999-03-16,,
INTERIM SERVICES INC,1999-03-16,,
SUMMIT PROPERTIES INC,1999-03-16,,
TELE COMMUNICATIONS INC /CO/,1999-03-15,,
RECKSON ASSOCIATES REALTY CORP,1999-03-16,,
DOWNEY FINANCIAL CORP,1999-03-16,,
FIRST INDUSTRIAL SECURITIES L P,1999-03-17,,
ECHOSTAR COMMUNICATIONS CORP,1999-03-17,,
COMMONWEALTH BANCORP INC,1999-03-17,,
BRE PROPERTIES INC /MD/,1999-03-17,,
CITGO PETROLEUM CORP,1999-03-17,,
PRIMEX TECHNOLOGIES INC,1999-03-17,,
REV HOLDINGS INC,1999-03-17,,
BANK OF THE OZARKS INC,1999-03-17,,
CROWN CASTLE INTERNATIONAL CORP,1999-03-17,,
MELLON RESIDENTIAL FUNDING CORP MORT PAS THR CER SER 1998-1,1999-03-17,,
RRC FL FIVE INC,1999-03-17,,
RRC ACQUISITIONS INC,1999-03-17,,
REGENCY OFFICE PARTNERSHIP L P,1999-03-17,,
RRC OPERATING PARTNERSHIP OF GEORGIA L P,1999-03-17,,
PENNZOIL QUAKER STATE CO,1999-03-17,,
DELPHI AUTOMOTIVE SYSTEMS CORP,1999-03-17,,
MELLON RESIDENTIAL FUNDING CORP HOME EQ INSTAL LOAN TRU 98-1,1999-03-17,,
MELLON RESIDENTIAL FUND CORP MORT PASS TRU CERT SERIES 98-2,1999-03-17,,
BELO A H CORP,1999-03-17,,
BANCWEST CORP/HI,1999-03-17,,
FNB CORP/PA,1999-03-17,,
FORD MOTOR CO,1999-03-17,,
HIBERNIA CORP,1999-03-17,,
AMPCO PITTSBURGH CORP,1999-03-17,,
MAYTAG CORP,1999-03-17,,
CCB FINANCIAL CORP,1999-03-17,,
CITIZENS FINANCIAL SERVICES INC,1999-03-17,,
PETROLEUM DEVELOPMENT CORP,1999-03-17,,
HIGH CASH PARTNERS L P,1999-03-17,,
PRINTWARE INC,1999-03-17,,
BAKER HUGHES INC,1999-03-17,,
PUGET SOUND ENERGY INC,1999-03-17,,
JASON INC,1999-03-17,,
CAPITOL BANCORP LTD,1999-03-17,,
HARMONIC LIGHTWAVES INC,1999-03-17,,
NET TECH INTERNATIONAL INC,1999-03-17,,
AMERICAN ECO CORP,1999-03-17,,
DATAWARE TECHNOLOGIES INC,1999-03-17,,
CROGHAN BANCSHARES INC,1999-03-17,,
REVLON CONSUMER PRODUCTS CORP,1999-03-17,,
STRATOSPHERE CORP,1999-03-17,,
DAL TILE INTERNATIONAL INC,1999-03-17,,
CUBIST PHARMACEUTICALS INC,1999-03-17,,
SUN COMMUNITIES INC,1999-03-17,,
MONTEREY PASTA CO,1999-03-17,,
TRACTOR SUPPLY CO /DE/,1999-03-17,,
SUN COMMUNITIES OPERATING LIMITED PARTNERSHIP,1999-03-17,,
FIRST INDUSTRIAL REALTY TRUST INC,1999-03-17,,
THERMOSPECTRA CORP,1999-03-17,,
FIRST NORTHERN CAPITAL CORP,1999-03-18,,
C3 INC /NC/,1999-03-18,,
ALTAIR INTERNATIONAL INC,1999-03-18,,
SUMMIT PROPERTIES PARTNERSHIP L P,1999-03-18,,
METTLER TOLEDO INTERNATIONAL INC/,1999-03-18,,
GLENBOROUGH PROPERTIES L P,1999-03-18,,
COMCAST CELLULAR CORP,1999-03-18,,
CONDOR TECHNOLOGY SOLUTIONS INC,1999-03-18,,
CAREER EDUCATION CORP,1999-03-18,,
TIERS ASSET BACKED SECURITIES SER CHAMT TR 1997-7,1999-03-18,,
B&G FOODS INC,1999-03-18,,
COUNTRYWIDE HOME EQUITY LOAN TRUST 1997 D,1999-03-18,,
CAVANAUGHS HOSPITALITY CORP,1999-03-18,,
GLOBAL HEALTH SCIENCES INC,1999-03-18,,
PATHNET INC,1999-03-18,,
MELLON RESIDENTIAL FUND CORP MORT PAS THRU CER SER 1998 TBC,1999-03-18,,
COUNTRYWIDE HOME EQUITY LOAN TRUST 1998-D,1999-03-18,,
CITY NATIONAL CORP,1999-03-18,,
PRE PAID LEGAL SERVICES INC,1999-03-18,,
ESCALADE INC,1999-03-18,,
CALCASIEU REAL ESTATE & OIL CO INC,1999-03-18,,
FOSTER WHEELER CORP,1999-03-18,,
GENERAL DYNAMICS CORP,1999-03-18,,
GENERAL HOUSEWARES CORP,1999-03-18,,
KATY INDUSTRIES INC,1999-03-18,,
LOUISIANA PACIFIC CORP,1999-03-18,,
MILLIPORE CORP,1999-03-18,,
NATIONAL BANCORP OF ALASKA INC,1999-03-18,,
PALMETTO BANCSHARES INC,1999-03-18,,
JEFFERIES GROUP INC,1999-03-18,,
THERMEDICS INC,1999-03-18,,
LAKELAND FINANCIAL CORP,1999-03-18,,
MERCHANTS BANCSHARES INC,1999-03-18,,
UNITED SECURITY BANCORPORATION,1999-03-18,,
CLEAR CHANNEL COMMUNICATIONS INC,1999-03-18,,
UNITED DOMINION REALTY TRUST INC,1999-03-18,,
SIERRA HEALTH SERVICES INC,1999-03-18,,
PANHANDLE EASTERN PIPE LINE CO,1999-03-18,,
FIRST UNITED CORP/MD/,1999-03-18,,
PHILIP MORRIS COMPANIES INC,1999-03-18,,
ALLEGHANY CORP /DE,1999-03-18,,
UNIT CORP,1999-03-18,,
ANDOVER BANCORP INC,1999-03-18,,
PLM EQUIPMENT GROWTH FUND II,1999-03-18,,
QUAKER OATS CO,1999-03-18,,
PROVENA FOODS INC,1999-03-18,,
PLM EQUIPMENT GROWTH FUND III,1999-03-18,,
OREGON STEEL MILLS INC,1999-03-18,,
RAMCO GERSHENSON PROPERTIES TRUST,1999-03-18,,
PLM EQUIPMENT GROWTH FUND IV,1999-03-18,,
PLUM CREEK TIMBER CO L P,1999-03-18,,
PLM EQUIPMENT GROWTH FUND V,1999-03-18,,
ELECTRONICS FOR IMAGING INC,1999-03-18,,
ACME METALS INC /DE/,1999-03-17,,
KRYSTAL COMPANY,1999-03-18,,
MINERALS TECHNOLOGIES INC,1999-03-18,,
STRUCTURED PRODUCTS CORP,1999-03-18,,
NORTHERN BORDER PARTNERS LP,1999-03-18,,
SMITH CHARLES E RESIDENTIAL REALTY INC,1999-03-18,,
TRANSACTION NETWORK SERVICES INC,1999-03-18,,
GLENBOROUGH REALTY TRUST INC,1999-03-18,,
NATIONAL INSTRUMENTS CORP /DE/,1999-03-18,,
SMITHWAY MOTOR XPRESS CORP,1999-03-18,,
BALTIMORE GAS & ELECTRIC CO,1999-03-18,,
LEUCADIA NATIONAL CORP,1999-03-18,,
TRW INC,1999-03-19,,
TRAVELERS PROPERTY CASUALTY CORP,1999-03-19,,
COACH USA INC,1999-03-19,,
THERMO OPTEK CORP,1999-03-19,,
THERMO BIOANALYSIS CORP /DE,1999-03-19,,
AMF BOWLING WORLDWIDE INC,1999-03-19,,
UNIVISION COMMUNICATIONS INC,1999-03-19,,
TRENDWEST RESORTS INC,1999-03-19,,
FIRST ALLIANCE MORTGAGE LOAN TRUST 1997-01,1999-03-19,,
PRUCO LIFE INSURANCE OF NEW JERSEY,1999-03-19,,
VULCAN MATERIALS CO,1999-03-19,,
MORTGAGE PARTICIPATION SECURITIES SERIES 1997 NAMC1,1999-03-19,,
COMCAST CABLE COMMUNICATIONS INC,1999-03-19,,
FIRST ALLIANCE MORTGAGE LOAN TRUST 1997 2,1999-03-19,,
AMF BOWLING INC,1999-03-19,,
PRICE DEVELOPMENT CO LP,1999-03-19,,
BAXTER INTERNATIONAL INC,1999-03-19,,
FIRST ALLIANCE MORTGAGE LOAN TRUST 1997-3,1999-03-19,,
FIRST WAVE MARINE INC,1999-03-19,,
DOLLAR THRIFTY AUTOMOTIVE GROUP INC,1999-03-19,,
CAPITAL AUTOMOTIVE REIT,1999-03-19,,
CYBERSHOP INTERNATIONAL INC,1999-03-19,,
FIRST ALLIANCE MORTGAGE LOAN TRUST 1997-4,1999-03-19,,
WADDELL & REED FINANCIAL INC,1999-03-19,,
STANADYNE AUTOMOTIVE CORP,1999-03-19,,
AMERICAN TOWER CORP /MA/,1999-03-19,,
WELLS GARDNER ELECTRONICS CORP,1999-03-19,,
MEWBOURNE ENERGY PARTNERS 98 A LP,1999-03-19,,
FIRST ALLIANCE MORTGAGE LOAN TRUST 1998-1F,1999-03-19,,
FIRST ALLIANCE MORTGAGE LOAN TRUST 1998-1A,1999-03-19,,
COGNIZANT TECHNOLOGY SOLUTIONS CORP,1999-03-19,,
FLORIDA BANKS INC,1999-03-19,,
GREAT LAKES REIT,1999-03-19,,
FIRST ALLIANCE MORTGAGE LOAN TRUST 1998-2,1999-03-19,,
REGENCY CENTERS LP,1999-03-19,,
EARTHWEB INC,1999-03-19,,
FIRST ALLIANCE MORTGAGE LOAN TRUST 1998-3,1999-03-19,,
DELTA FUNDING HOME EQ LN TR 1998-3 HELAB CERTS SER 1998-3,1999-03-19,,
FIRST ALLIANCE MORTGAGE LOAN TRUST 1998-4,1999-03-19,,
DELTA FUNDING HOME EQUITY LOAN TRUST 1998-2,1999-03-19,,
BROWN TOM INC /DE,1999-03-19,,
CIT GROUP INC,1999-03-19,,
KNIGHT RIDDER INC,1999-03-19,,
AMERICAN GENERAL FINANCE CORP,1999-03-19,,
AMERICAN GENERAL FINANCE INC,1999-03-19,,
CHEYENNE RESOURCES INC,1999-03-12,,
DANAHER CORP /DE/,1999-03-19,,
TRANSOCEAN OFFSHORE INC,1999-03-19,,
SEARS ROEBUCK & CO,1999-03-19,,
EQUITABLE RESOURCES INC /PA/,1999-03-19,,
FEDERAL REALTY INVESTMENT TRUST,1999-03-19,,
BALCOR PENSION INVESTORS II,1999-03-19,,
ENGELHARD CORP,1999-03-19,,
CVB FINANCIAL CORP,1999-03-19,,
PRICE COMMUNICATIONS CORP,1999-03-19,,
BALCOR REALTY INVESTORS LTD 82,1999-03-19,,
FLORIDA PROGRESS CORP,1999-03-19,,
BALCOR PENSION INVESTORS III,1999-03-19,,
M&T BANK CORP,1999-03-19,,
FLORIDA POWER CORP /,1999-03-19,,
HELIX TECHNOLOGY CORP,1999-03-19,,
WYANT CORP,1999-03-19,,
AT&T CORP,1999-03-19,,
MELLON BANK CORP,1999-03-19,,
MICROWAVE POWER DEVICES INC,1999-03-19,,
INTERNATIONAL LEASE FINANCE CORP,1999-03-19,,
PULSEPOINT COMMUNICATIONS,1999-03-19,,
IMMUNEX CORP /DE/,1999-03-19,,
SILICON VALLEY BANCSHARES,1999-03-19,,
BALCOR EQUITY PENSION INVESTORS I,1999-03-19,,
NETWORK SIX INC,1999-03-19,,
BALCOR REALTY INVESTORS 84,1999-03-19,,
CADIZ INC,1999-03-19,,
BALCOR PENSION INVESTORS V,1999-03-19,,
OAK INDUSTRIES INC,1999-03-19,,
WASHINGTON TRUST BANCORP INC,1999-03-19,,
IOWA FIRST BANCSHARES CORP,1999-03-19,,
BALCOR EQUITY PROPERTIES XVIII,1999-03-19,,
BALCOR REALTY INVESTORS 84 SERIES II,1999-03-19,,
SALIENT 3 COMMUNICATIONS INC,1999-03-19,,
CRYSTAL OIL CO,1999-03-19,,
BALCOR EQUITY PENSION INVESTORS II,1999-03-19,,
BALCOR REALTY INVESTORS 85 SERIES I,1999-03-19,,
INTERCHANGE FINANCIAL SERVICES CORP /NJ/,1999-03-19,,
CNB CORP /SC/,1999-03-19,,
TEJAS BANCSHARES INC,1999-03-19,,
PRUCO LIFE INSURANCE CO,1999-03-19,,
BALCOR PENSION INVESTORS VII,1999-03-19,,
FARMERS & MERCHANTS BANCORP INC,1999-03-19,,
AIRLEASE LTD,1999-03-19,,
PREMARK INTERNATIONAL INC,1999-03-19,,
ORANGE NATIONAL BANCORP,1999-03-19,,
NEWELL CO,1999-03-19,,
INACOM CORP,1999-03-19,,
ALBANY INTERNATIONAL CORP /DE/,1999-03-19,,
CHART HOUSE ENTERPRISES INC,1999-03-19,,
FREEPORT MCMORAN COPPER & GOLD INC,1999-03-19,,
ACTV INC /DE/,1999-03-19,,
SWIFT TRANSPORTATION CO INC,1999-03-19,,
